6.10000,6.00000,0.03000,144.00000,0.99474,10.70000
7.40000,1.20000,0.04100,99.00000,0.99270,9.80000
5.20000,0.80000,0.02900,77.00000,0.99155,10.10000
6.00000,6.70000,0.04300,153.00000,0.99510,10.60000
6.50000,2.00000,0.04400,90.00000,0.99185,11.00000
7.80000,1.00000,0.04000,84.00000,0.99380,10.80000
5.70000,1.60000,0.03000,122.00000,0.99044,11.90000
8.10000,0.90000,0.02300,87.00000,0.99062,11.10000
6.60000,9.20000,0.03600,92.00000,0.99206,12.10000
6.40000,4.50000,0.24000,174.00000,0.99480,9.40000
6.20000,10.00000,0.04400,240.00000,0.99655,9.50000
6.40000,8.20000,0.04300,201.00000,0.99551,9.50000
6.20000,16.80000,0.04000,129.00000,0.99691,10.50000
6.70000,6.40000,0.17100,200.00000,0.99562,9.40000
6.00000,10.80000,0.04800,149.00000,0.99370,11.00000
6.70000,9.55000,0.03600,91.00000,0.99190,12.40000
6.20000,1.20000,0.06400,120.00000,0.99340,9.10000
7.90000,1.20000,0.04000,75.00000,0.99200,10.80000
6.30000,17.60000,0.06100,198.00000,0.99918,8.80000
6.20000,1.30000,0.05100,135.00000,0.99060,11.10000
6.00000,5.40000,0.06000,126.00000,0.99510,9.00000
6.90000,4.20000,0.03100,80.00000,0.99089,11.50000
5.60000,3.10000,0.02300,89.00000,0.99068,11.20000
6.50000,4.50000,0.09600,115.00000,0.99370,9.60000
5.80000,3.90000,0.02600,105.00000,0.98963,12.75000
7.40000,2.60000,0.05000,132.00000,0.99138,11.20000
6.40000,7.10000,0.03700,236.00000,0.99520,9.20000
6.90000,9.20000,0.03400,150.00000,0.99470,11.50000
7.30000,1.50000,0.03600,108.00000,0.99342,10.20000
6.80000,1.00000,0.04900,113.00000,0.99289,10.20000
5.90000,4.60000,0.03200,137.00000,0.99159,11.30000
5.60000,4.30000,0.03800,97.00000,0.99477,9.20000
7.20000,3.40000,0.04800,112.00000,0.99188,11.30000
6.10000,2.60000,0.04100,99.00000,0.99153,10.90000
7.60000,13.30000,0.03700,116.00000,0.99822,9.20000
6.70000,8.50000,0.05900,152.00000,0.99615,11.00000
6.50000,10.20000,0.02800,82.00000,0.99274,12.10000
7.40000,7.90000,0.04900,157.00000,0.99630,8.90000
7.00000,8.50000,0.03300,253.00000,0.99530,10.50000
9.10000,1.70000,0.06200,344.00000,0.99580,9.50000
7.30000,12.90000,0.04900,162.50000,0.99840,9.10000
7.30000,6.40000,0.03400,84.00000,0.99420,11.50000
6.40000,4.50000,0.03900,147.00000,0.99210,11.10000
5.80000,1.40000,0.04200,99.00000,0.98912,12.20000
6.30000,11.00000,0.05000,245.00000,0.99720,9.30000
6.30000,8.10000,0.04000,216.00000,0.99596,9.20000
5.90000,4.70000,0.03900,94.00000,0.98964,13.10000
5.80000,3.70000,0.02900,88.00000,0.98994,12.30000
6.90000,4.10000,0.05400,116.00000,0.99400,9.40000
6.80000,2.80000,0.03800,164.00000,0.99120,12.00000
6.60000,10.90000,0.03800,130.00000,0.99496,10.50000
6.80000,9.70000,0.06200,142.00000,0.99720,8.90000
6.60000,1.40000,0.03500,107.00000,0.98836,13.20000
7.30000,9.70000,0.04200,130.00000,0.99790,9.90000
8.40000,2.80000,0.05400,89.00000,0.99416,9.50000
6.60000,8.00000,0.03600,124.00000,0.99362,10.80000
5.40000,5.00000,0.02800,107.00000,0.99079,13.50000
6.00000,6.00000,0.03600,111.00000,0.99362,10.13333
6.50000,12.40000,0.05100,213.00000,0.99620,9.90000
6.70000,2.10000,0.04300,155.00000,0.99040,13.00000
6.60000,14.40000,0.05200,183.00000,0.99800,9.10000
7.40000,1.90000,0.01700,69.00000,0.98920,12.50000
6.90000,6.90000,0.03000,116.00000,0.99244,11.00000
6.40000,3.20000,0.03300,124.00000,0.99040,12.70000
6.40000,3.40000,0.06900,146.00000,0.99347,9.30000
5.10000,0.70000,0.03900,89.00000,0.99190,9.20000
6.50000,8.00000,0.05100,131.00000,0.99650,8.70000
4.20000,5.10000,0.04100,157.00000,0.99688,8.00000
6.20000,1.10000,0.03600,184.00000,0.99096,11.00000
6.70000,5.40000,0.03000,94.00000,0.99045,12.70000
6.50000,16.30000,0.03800,133.00000,0.99924,8.80000
6.70000,19.40000,0.05400,169.00000,1.00040,9.80000
7.20000,5.50000,0.05400,183.00000,0.99474,10.30000
6.00000,1.30000,0.03600,118.00000,0.99018,11.73333
7.30000,2.00000,0.02100,69.00000,0.99000,12.20000
7.60000,5.20000,0.06600,91.00000,0.99488,9.70000
7.60000,2.60000,0.04400,180.00000,0.99410,10.80000
6.30000,1.40000,0.02200,100.00000,0.99099,11.40000
7.80000,3.60000,0.02500,100.00000,0.99066,12.10000
6.50000,13.10000,0.03800,241.00000,0.99790,9.00000
7.00000,5.80000,0.04000,136.00000,0.99500,9.50000
7.10000,7.80000,0.04000,184.00000,0.99579,9.40000
7.00000,1.00000,0.04300,110.00000,0.99118,10.80000
6.30000,5.00000,0.04200,168.00000,0.99505,9.50000
7.50000,11.80000,0.04600,164.00000,0.99814,8.90000
5.80000,2.60000,0.02700,123.00000,0.98936,13.90000
7.30000,1.50000,0.04000,172.00000,0.99194,11.20000
7.60000,15.30000,0.06700,166.00000,0.99860,9.20000
7.60000,10.20000,0.05500,135.00000,0.99680,9.90000
7.00000,13.60000,0.05000,168.00000,0.99760,9.60000
7.70000,2.00000,0.05600,124.00000,0.99480,10.70000
6.90000,6.30000,0.03600,50.00000,0.99312,11.10000
7.10000,1.95000,0.03300,118.00000,0.98934,13.50000
6.80000,0.90000,0.05200,128.00000,0.99100,11.40000
5.60000,1.40000,0.03000,76.00000,0.99050,10.90000
6.80000,1.60000,0.05000,65.00000,0.99346,10.70000
8.40000,1.05000,0.03200,55.00000,0.99080,11.40000
6.90000,13.10000,0.11200,94.00000,0.99792,9.20000
6.50000,11.00000,0.03000,82.00000,0.99402,11.20000
6.20000,10.40000,0.06000,184.00000,0.99711,9.80000
6.30000,13.90000,0.04600,179.00000,0.99710,10.40000
6.90000,4.30000,0.03000,102.00000,0.99300,11.60000
7.70000,8.00000,0.04800,192.00000,0.99510,10.90000
6.80000,1.40000,0.05600,137.00000,0.99350,9.50000
7.20000,1.60000,0.04900,94.00000,0.99240,10.90000
8.30000,10.00000,0.04200,169.00000,0.99820,9.30000
7.90000,8.50000,0.03600,112.00000,0.99390,11.70000
6.00000,19.30000,0.05100,174.00000,0.99911,9.00000
8.80000,1.80000,0.09600,80.00000,0.99016,12.60000
7.50000,1.20000,0.05000,131.00000,0.99133,11.10000
6.80000,1.90000,0.04300,154.00000,0.99273,10.50000
7.30000,11.30000,0.03400,224.00000,0.99683,9.50000
8.20000,1.40000,0.04100,99.00000,0.99580,9.90000
7.10000,1.70000,0.07300,165.00000,0.99400,9.20000
5.60000,6.30000,0.02200,174.00000,0.99220,11.60000
7.50000,1.10000,0.04600,84.00000,0.99020,11.45000
7.60000,10.20000,0.04900,191.00000,0.99660,9.30000
6.10000,15.80000,0.05200,94.00000,0.99782,9.20000
8.60000,1.50000,0.04100,125.00000,0.99250,11.40000
7.50000,1.80000,0.05400,101.00000,0.99460,10.00000
6.00000,9.70000,0.04800,207.00000,0.99571,9.10000
7.40000,2.40000,0.04300,178.00000,0.99410,10.60000
7.20000,3.80000,0.04100,187.00000,0.99320,11.20000
6.50000,3.60000,0.03000,92.00000,0.99026,12.60000
7.20000,11.00000,0.04400,156.00000,0.99740,8.70000
5.80000,10.05000,0.03900,162.00000,0.99375,11.20000
5.30000,0.70000,0.02800,66.00000,0.99215,9.80000
6.90000,1.00000,0.05200,146.00000,0.99300,10.00000
6.00000,3.95000,0.03800,134.00000,0.99146,11.30000
9.40000,16.45000,0.06300,282.00000,1.00098,9.30000
7.40000,3.70000,0.04800,73.00000,0.99150,11.40000
7.70000,7.80000,0.03800,196.00000,0.99555,10.10000
6.70000,2.00000,0.03300,74.00000,0.99064,12.50000
6.50000,4.20000,0.04600,114.00000,0.99550,8.60000
7.10000,13.70000,0.05800,172.00000,0.99755,9.00000
7.10000,4.80000,0.01900,114.00000,0.99036,12.70000
6.20000,1.70000,0.03800,153.00000,0.99090,12.00000
5.80000,1.50000,0.05400,158.00000,0.99320,9.30000
6.60000,8.50000,0.04400,188.00000,0.99558,9.50000
7.70000,4.50000,0.06200,115.00000,0.99660,9.90000
5.20000,3.20000,0.04700,93.00000,0.99235,10.10000
7.20000,3.00000,0.03600,117.00000,0.99411,10.10000
6.30000,1.20000,0.06300,92.00000,0.99110,12.20000
6.80000,3.50000,0.08600,130.00000,0.99300,9.60000
7.30000,2.10000,0.03400,177.00000,0.99085,11.90000
7.60000,2.40000,0.04900,123.00000,0.99600,10.30000
8.60000,6.10000,0.03200,41.00000,0.99300,10.90000
7.00000,1.70000,0.04200,189.00000,0.99200,11.40000
6.30000,5.90000,0.04000,260.00000,0.99410,10.10000
7.40000,10.10000,0.05000,105.00000,0.99620,9.50000
7.20000,1.10000,0.04800,138.00000,0.99290,9.30000
7.70000,12.10000,0.04600,177.00000,0.99830,8.90000
14.20000,1.10000,0.03700,156.00000,0.99200,11.10000
7.60000,2.10000,0.04300,98.00000,0.99296,11.00000
6.00000,1.30000,0.02500,112.00000,0.98802,13.30000
6.40000,11.40000,0.05100,166.00000,0.99680,9.50000
6.60000,4.80000,0.17000,166.00000,0.99460,9.40000
7.60000,4.60000,0.05000,98.00000,0.99422,9.50000
6.20000,1.00000,0.04000,76.00000,0.98988,11.40000
6.00000,3.00000,0.03600,85.00000,0.99125,11.50000
6.80000,7.20000,0.04700,109.00000,0.99498,10.40000
6.70000,14.80000,0.05000,195.00000,0.99942,8.80000
6.90000,1.30000,0.05100,187.00000,0.99270,10.30000
8.40000,11.80000,0.05500,170.00000,1.00040,8.90000
5.50000,1.60000,0.01900,68.00000,0.99060,11.40000
6.60000,1.70000,0.03500,84.00000,0.99096,12.70000
7.00000,1.60000,0.04500,120.00000,0.99140,10.50000
6.60000,4.80000,0.03800,121.00000,0.99198,12.60000
6.80000,1.30000,0.05800,171.00000,0.99310,9.70000
5.30000,9.65000,0.02600,119.00000,0.99168,12.20000
7.10000,10.40000,0.04100,114.00000,0.99335,11.50000
6.50000,14.20000,0.03900,129.00000,0.99678,10.30000
6.70000,1.70000,0.03100,114.00000,0.98946,12.50000
6.90000,1.30000,0.03500,82.00000,0.99045,12.20000
6.00000,1.30000,0.04600,29.00000,0.99240,10.40000
8.20000,3.75000,0.05000,102.00000,0.99524,9.70000
7.00000,6.30000,0.03200,127.00000,0.99182,12.20000
5.90000,12.90000,0.05400,170.00000,0.99720,9.40000
3.90000,4.20000,0.03000,118.00000,0.98900,12.80000
6.80000,18.15000,0.04200,146.00000,1.00010,8.70000
6.50000,9.15000,0.05100,166.00000,0.99339,11.35000
6.50000,1.10000,0.03400,83.00000,0.98928,12.30000
8.40000,18.80000,0.02800,130.00000,0.99800,11.60000
7.50000,4.60000,0.04100,158.00000,0.99270,10.60000
9.50000,1.30000,0.03900,123.00000,0.99590,9.50000
5.60000,0.80000,0.04300,67.00000,0.99112,9.90000
6.90000,1.80000,0.03400,136.00000,0.98990,12.60000
6.70000,2.30000,0.03900,125.00000,0.99229,10.10000
6.40000,7.20000,0.02800,83.00000,0.99300,10.90000
6.30000,10.00000,0.08100,126.00000,0.99620,8.90000
8.00000,1.50000,0.03300,122.00000,0.99410,10.30000
6.30000,5.70000,0.04800,147.00000,0.99382,10.00000
6.90000,11.95000,0.03800,111.00000,0.99687,9.70000
7.30000,19.50000,0.03900,237.00000,1.00037,9.20000
6.70000,5.00000,0.03800,157.00000,0.99450,9.90000
7.60000,1.60000,0.04300,129.00000,0.99305,10.40000
7.80000,1.60000,0.02600,189.00000,0.99100,12.10000
6.40000,1.90000,0.08500,196.00000,0.99516,9.50000
7.00000,14.70000,0.05100,149.00000,0.99792,9.00000
7.80000,12.20000,0.05300,140.00000,0.99800,8.90000
6.80000,1.60000,0.02600,147.00000,0.99040,12.50000
6.60000,5.35000,0.02900,106.00000,0.99112,11.50000
6.40000,5.80000,0.05300,120.00000,0.99420,10.50000
6.60000,8.10000,0.04600,170.00000,0.99494,9.53333
6.10000,1.50000,0.03900,122.00000,0.98972,12.00000
6.80000,1.40000,0.05600,137.00000,0.99350,9.50000
8.10000,1.60000,0.03600,119.00000,0.99396,10.10000
7.70000,4.50000,0.03400,95.00000,0.99175,12.30000
5.50000,1.10000,0.02200,110.00000,0.98869,12.80000
4.90000,1.30000,0.03600,168.00000,0.99212,10.46667
6.40000,8.80000,0.05700,221.00000,0.99642,9.10000
5.80000,11.10000,0.05600,175.00000,0.99755,9.50000
6.60000,1.40000,0.05700,152.00000,0.99340,9.50000
6.40000,10.30000,0.04200,140.00000,0.99670,9.20000
5.60000,9.70000,0.03200,68.00000,0.99400,10.50000
5.80000,4.40000,0.04700,245.00000,0.99370,9.60000
