-0.83172048,0.64945857,-0.36143198,-1.35553775,-0.72499370,-0.72499370,0.64352311,1.15545594
0.95531299,-1.80455584,-2.72672221,0.66947009,2.22209603,2.22209603,0.99049584,1.65458584
0.51618452,0.84699609,-0.21095141,1.74286151,1.68524356,1.68524356,-0.69886594,0.89503349
0.93773774,1.27635058,0.56528759,-0.43703071,-1.35424821,-1.35424821,-0.73958247,2.83018403
1.98816062,-0.94040624,0.92341140,1.82640800,0.76977849,0.76977849,-2.14344179,-1.00605742
-3.65281460,0.76958667,-2.16163572,0.68106034,1.78078590,1.78078590,0.54252161,-2.23929383
-2.06021049,0.09516871,-1.95602570,-1.14460848,0.19936978,0.19936978,1.26716586,0.32055511
2.08684495,-1.49042052,-0.01753466,0.72957612,0.40694523,0.40694523,-1.30075392,0.33815275
0.40263761,0.52395949,-0.32666613,-0.92696216,0.41476444,0.41476444,-0.67197949,2.29452744
-0.52974443,1.25566945,-0.32807109,2.11257401,0.47713257,0.47713257,-1.48293037,-0.22799802
1.10025630,-0.50180734,0.13190718,0.31044968,2.15539666,2.15539666,-0.76679149,0.38181523
-4.48799348,1.66665156,-3.00385532,-1.79211342,-1.58872847,-1.58872847,-0.28182254,0.56234135
0.40248939,-0.43629950,-0.12980426,0.52969022,-2.00503898,-2.00503898,0.05561328,-0.14940466
0.97413191,-1.32821050,1.12754834,0.28529535,-0.51831575,-0.51831575,-1.53141772,-2.14073948
-1.31640933,0.69003857,-0.33429723,-0.64832458,-0.60270611,-0.60270611,1.28777347,0.03418849
1.48485412,-0.12386681,0.06902217,1.16328085,1.18626586,1.18626586,-0.23505812,1.08018972
-3.54353772,0.77141871,-2.12785479,-0.98146522,-1.11941135,-1.11941135,1.44840173,-0.75639658
-1.11235936,0.31071041,-2.37942216,-1.02265092,-2.41583062,-2.41583062,0.95637926,2.53786293
-1.19611985,2.29168508,0.26426520,-1.55959236,0.46244343,0.46244343,-1.52131221,2.08308474
-4.14536887,2.53925693,-2.64992443,-0.39124436,-2.20763781,-2.20763781,-0.23404208,0.96588181
-3.36934935,2.10416591,-0.47868188,-0.85831919,-1.61690329,-1.61690329,-2.59722839,-1.05215218
-2.16162142,0.99301935,-0.44940336,-2.24632826,-0.72225249,-0.72225249,-0.23216689,0.29130932
-0.63227128,0.77287570,-2.53200134,1.26165515,0.62105847,0.62105847,1.30211005,2.44047897
1.98014155,-1.68911828,-1.14268471,1.27526534,1.79929576,1.79929576,0.14150843,0.96186695
-3.02647981,2.61809494,0.91611047,0.48110066,-0.50457499,-0.50457499,1.18871421,-2.03977164
0.72451105,-1.12538758,0.07321552,-2.59875290,0.36423919,0.36423919,1.42885041,1.30627099
2.99110628,-1.02007371,-0.78851566,2.00086637,3.38464995,3.38464995,1.54968071,2.59134038
0.24822744,-0.26470170,0.37906119,0.53366312,-0.36089392,-0.36089392,-1.50894807,-0.97658243
-1.17826737,1.44246951,-0.33210300,-0.08164737,0.88991654,0.88991654,-0.57948403,0.66918024
5.95537632,-4.61040473,1.22789962,1.54981652,1.36262320,1.36262320,2.00054845,-0.11330886
-3.30596086,0.51884863,-1.79571961,-2.04812903,0.99329840,0.99329840,1.93932687,-0.45923487
0.93728327,-0.24177324,0.74031907,0.72894758,0.16862084,0.16862084,2.28946199,-0.10187843
-0.30065301,0.71231226,-0.40792960,0.74848441,-0.30834933,-0.30834933,-0.05983026,0.55201290
-1.70975788,0.27416545,-0.27652693,-0.54167587,-0.90138928,-0.90138928,-1.01082318,-1.52336571
1.79408677,-1.74547687,-1.48484812,-0.81543137,-0.42195383,-0.42195383,0.45784548,2.57639672
-2.03263770,-0.39273762,-1.58075215,-1.87491521,0.39567653,0.39567653,1.14113749,-0.30542372
-2.26988518,1.57868201,-0.51407459,0.17811657,0.48592064,0.48592064,-2.70965962,-0.93419847
-0.63449518,-0.02774880,0.77506508,0.59296505,0.21293403,0.21293403,-1.91472390,-2.53400961
-0.54924654,1.56367528,-1.33324824,0.80230091,-0.77025689,-0.77025689,0.92040416,2.59565662
-0.00297420,0.35281956,-0.02862708,-0.15586062,1.40755226,1.40755226,-0.54503384,0.52952338
-0.04310992,0.97725662,2.15987138,-0.03065621,-2.41895606,-2.41895606,0.41391878,-1.08615561
-1.16217359,0.29952034,-2.27393563,-0.09052660,1.62698546,1.62698546,0.51852679,1.47087064
-2.00645520,1.49488048,-0.29020638,-0.10530009,0.13466663,0.13466663,-2.20709110,-0.66691954
2.21048329,-1.23132080,0.68182696,0.16681722,2.07107983,2.07107983,-0.64565541,0.44788618
-0.33800396,0.99790130,0.21197382,0.72762607,-1.39850887,-1.39850887,-0.83355272,0.13994434
-1.63524359,-0.36146431,-0.71630088,0.44493029,1.28737356,1.28737356,2.19155601,-2.22604216
4.02743957,-2.12197618,0.02151494,2.56899597,2.30631139,2.30631139,-0.33052946,1.03866351
0.06627099,1.02487297,0.51886693,-0.62529010,-0.79978267,-0.79978267,0.23798374,1.43631396
0.25509613,-0.55624646,0.09424081,0.12670468,-0.07289440,-0.07289440,1.21133865,-0.48655808
-0.96249550,0.29923676,-1.45205804,-0.17795141,0.09062569,0.09062569,-0.51537688,0.79652437
0.80900234,0.48658200,-0.04852576,1.14964591,-0.81090238,-0.81090238,0.15630626,1.21938450
0.12382233,-1.54271864,-0.64095708,0.92242872,-0.15381869,-0.15381869,1.16343706,-1.76790998
0.51567935,-1.57784054,-0.11694403,-1.61483164,-3.87384190,-3.87384190,0.67501101,-0.01544298
0.65361945,0.76541170,0.14446235,0.89269648,-0.43740414,-0.43740414,-0.19722164,1.28140489
0.53715978,-3.40908498,-0.71711000,-1.85993335,-0.40713801,-0.40713801,-2.34091717,-2.18136501
