0.95400020,3.03200780,-0.75808974,0.18120430,1.38355983,6.54278627,-2.20768068,-0.41443522,-5.29364390,-1.50702601,9.46256043,2.46859546,1.76887367,-2.61939715,1.24792250,-8.01652765,1.76887367,-3.37786570
1.56921458,-4.56617277,3.20040806,-0.96097341,-0.98774653,-2.58186202,0.36174119,1.97525783,0.28553948,-5.15268793,-9.69642426,1.68386601,-1.60040534,0.93864561,3.39539238,0.52897167,-1.60040534,1.65135897
-7.79023262,-0.04277722,2.06127691,3.31653355,-0.96764943,-2.99356896,2.20086653,-0.44265681,0.85422575,-0.83445864,-7.93006013,-4.49613711,-2.61615444,-1.64281864,2.48026977,1.61753281,-2.61615444,3.51491581
-4.78178178,-0.63648169,-3.52988758,0.23602088,-7.75792127,0.02580231,-5.20179781,-1.32327183,-0.13677038,-3.53073554,1.96333055,-3.20529741,4.74801464,0.76765949,1.04294101,-1.16631514,4.74801464,3.45891003
-3.38546936,-3.59790558,-4.22810892,-0.66308856,0.46223835,-1.80976876,-0.26368954,-1.28096592,0.58021513,-0.39206986,-5.37240105,-2.47047227,-0.59434910,-3.03163032,1.79917314,1.15499552,-0.59434910,-2.43513116
2.50264183,0.09233357,2.03887846,-0.80630747,0.55725890,-0.09424904,6.58451208,1.90858338,-5.35781351,0.27283720,4.31750711,2.44032733,-1.74924255,-0.02368728,-1.08093800,0.05039062,-1.74924255,3.15597334
-5.42072406,1.33894358,-0.35411043,-2.09642703,3.05102991,-0.46105353,-3.89571732,-2.73469003,-1.30185055,-3.88297762,2.70806433,-5.15333070,0.28401600,4.95000653,-2.43408196,-0.11871653,0.28401600,-1.01640267
2.42219573,1.00690772,3.23202905,-1.72970288,0.18344305,-3.43516317,3.05700772,5.43231773,0.09240102,5.25692625,3.29267144,1.16164212,-2.40157656,0.75675780,-2.49915989,-3.34025442,-2.40157656,4.65004894
-1.96764723,-1.45819355,-0.60274221,1.05552718,-2.75906839,3.21190595,1.91318451,2.28800100,-3.15588298,-1.80352659,4.41343495,1.60376516,-1.06975460,1.31829015,-2.04458956,2.08193503,-1.06975460,2.08870387
0.88613715,-1.88149235,-2.95746243,0.38631175,0.98265619,-3.58309829,1.59401478,3.60446392,-0.43937943,2.98546953,2.70489190,-2.68934851,0.11389077,-0.73000216,-0.32114228,1.97707386,0.11389077,2.21654836
-0.58618183,-0.52887992,-1.48518369,0.14730696,-1.14174756,-1.27182960,-2.27997999,0.32580477,-0.18065253,1.54192593,3.09089301,-2.58044988,2.75174034,-1.27209787,1.38700962,-2.51918785,2.75174034,-1.31577818
2.56751071,0.74346987,0.13106845,-1.91226258,2.06703048,-0.98947304,2.21717803,4.30446295,-2.39418734,0.45478210,3.63677005,2.96085958,-1.27281876,-0.97498970,-1.83589892,-1.51365410,-1.27281876,2.45552787
0.03319753,3.46533168,-1.00607492,1.27827571,-3.25018932,-1.03805906,0.79537397,0.58161960,1.48594132,1.07988939,4.65105519,4.77435530,3.32027899,-3.08001323,-1.59227716,-2.59165085,3.32027899,-0.58838632
2.33675987,-0.34316680,0.92278038,2.07338627,2.19446511,-9.74007765,-2.24325006,0.55780229,0.86710967,-3.08932356,-6.57019986,0.07940141,3.90083571,-3.50303282,-3.30116088,-0.23129150,3.90083571,2.83779733
2.74553243,0.28751656,-1.08286386,-1.07424434,-1.50638765,-2.51670230,0.90036296,0.46375612,-0.34519839,-0.75980935,0.84640064,2.26871946,-0.55480557,3.05317075,2.83095686,3.54686272,-0.55480557,-1.20975822
0.92867544,-3.30362473,3.44476080,0.69926486,0.24626320,-3.36293867,1.39218556,1.22311625,-2.00805508,3.67998894,-6.22351831,-2.35197557,-2.82730515,-2.91587611,0.91828832,-0.74676112,-2.82730515,0.92048170
2.02592567,-3.37947366,-4.72052584,-0.24021145,-1.01977340,-2.18866870,2.79490414,0.30900464,5.12439793,0.28494692,-3.73401859,0.71998054,2.16018157,-4.55406266,0.95399497,-1.20403968,2.16018157,-1.66790545
4.25438816,-0.91990345,-1.03348870,0.08207436,3.03487300,-0.80111013,0.13483568,3.55858581,1.33482913,2.06254079,-0.37079623,-4.40610308,-2.58277055,0.62444797,0.24070062,4.46990645,-2.58277055,1.05224764
-2.09420287,-0.59897378,-0.93138849,4.06745778,-1.98958464,-2.46122830,3.46665970,-0.14099489,1.29423362,-1.14692584,2.56377440,0.57797679,-2.58211171,5.73884859,0.82330747,3.95599344,-2.58211171,-3.71404870
0.13921666,2.66127987,0.88556193,-2.66573347,-1.19968286,-1.32427534,-2.73395818,2.52114759,-0.09890199,4.81345915,-2.79581006,0.48660768,0.38755683,-6.98699816,-3.06545982,-0.14659258,0.38755683,4.37375963
0.02651794,-0.51825377,0.25397430,-0.98990895,-2.74279982,-2.89658924,-2.40971893,-0.39870468,-1.34153756,0.07587135,1.80079155,-2.41604994,3.92439277,-0.72210420,-0.13936786,-0.83557698,3.92439277,0.89098378
0.13278679,2.36359082,2.43339446,-1.12639461,2.89596028,-1.73788415,-1.15410014,3.51964940,-0.05134193,-2.59565684,1.22513974,-0.60049069,0.67997955,-0.74300826,1.05528674,-0.18985752,0.67997955,-0.31739272
-1.41914985,-0.38533476,5.54948720,5.03099813,0.57554492,-1.09450990,0.28143044,1.13233609,-0.34884072,3.97473541,-13.95687983,2.00993741,-4.73087500,-5.15324341,1.92276395,1.45608135,-4.73087500,5.22101578
-3.91270735,0.64306822,2.31694919,3.34880719,4.93813674,3.66653143,2.50540052,-1.59600285,-4.19588079,-0.59995135,1.84580371,0.76394065,2.36553409,-2.09725383,-2.47256525,-1.37400127,2.36553409,4.34613041
1.12661372,4.46171059,1.76144563,2.97713422,0.63115981,0.19947796,-2.77800488,2.49497848,0.16785068,4.64351212,0.35924335,1.26535430,-4.76238046,-2.06148821,-2.61822138,-1.47723368,-4.76238046,-0.72814406
-0.50358156,-0.65355182,-1.51487167,-2.17017479,-1.75467232,-1.51503338,-2.61223850,0.56373899,-0.64115568,2.28727642,6.32619316,-0.56909741,3.98719339,-0.39653719,0.91100234,-4.06576861,3.98719339,-3.11028559
-1.22272248,0.99449845,-1.94036141,0.61869707,-2.86558914,-1.65161310,-2.48980755,-0.87123931,-1.30860360,1.61232187,3.17716998,-4.47571877,2.65771422,3.32197457,3.52461120,1.75803103,2.65771422,5.07164974
0.38078465,-2.64552846,3.42171932,-2.42893175,-2.38666991,2.71256834,0.83246434,-1.05027727,-1.40795381,-3.03473216,-8.31936642,3.34860658,-0.43995170,-2.15694714,2.43472120,-0.00521498,-0.43995170,2.10435456
-4.55481158,-3.94029177,-1.36576197,-3.40076907,-2.71820375,-2.84103513,-3.40111195,4.88163900,3.02372845,3.31413241,-0.55277893,-4.06186863,-0.10649901,0.50530786,-1.31193772,1.62549821,-0.10649901,0.76207321
1.32588199,2.17984491,5.61960837,3.66135989,3.11271623,-0.94949868,-2.12488617,1.34728026,-1.09879653,4.35733927,-3.86812860,-0.50577086,-0.70692824,-1.73025173,1.47536355,1.09414090,-0.70692824,2.81167172
0.43124083,-2.14153130,-0.21185570,-1.86138161,0.25445402,-1.83165018,2.85177293,6.16610868,-1.12907772,-3.31529048,3.65874303,2.48966185,1.67991417,-0.27931294,-1.25447169,-1.51727461,1.67991417,4.25789904
-5.25733504,0.44904958,0.75607941,2.36294725,0.74864590,-0.80547629,1.97903590,1.30392543,-0.01181517,-1.20999757,-2.86047931,-2.12252879,-5.40516174,1.73248985,1.06973364,0.83125986,-5.40516174,1.09724517
